S. No,State/UT,Year,Season,Scheme,District Name,Insurance Units,Farmers,Application_Loanee,Application_Non-Loanee,Thousand Hect._Area Insured,Amount In Lac._Farmers Premium,Amount In Lac._State Premium,Amount In Lac._GOI Premium,Sum Insured (In Lac.),Gender (%)_Male,Gender (%)_Female,Gender (%)_Others,Category (%)_SC,Category (%)_ST,Category (%)_OBC,Category (%)_GEN,Type of Farmer (%)_Marginal,Type of Farmer (%)_Small,Type of Farmer (%)_Others,Claim Paid (In Lac.)_Prevented Sowing,Claim Paid (In Lac.)_Localized,Claim Paid (In Lac.)_Mid-term,Claim Paid (In Lac.)_Yield Based,Claim Paid (In Lac.)_Post Harvest,Claim Paid (In Lac.)_WBCIS,Claim Paid (In Lac.)_Total Claim Paid,Claim Paid (In Lac.)_Total Farmer Benefit(Actual)
28,ODISHA,2023,1,4,Sambalpur,151,"60,722","3,24,540","3,52,310",70.81,107.06,"4,380.81","3,412.03","53,794.80",79.28,20.65,0.07,7.34,31.09,53.47,8.1,18,70.84,11.16,0,0,0,580,1,0,581,"1,307"
29,ODISHA,2023,1,4,Subarnapur,114,"38,114","1,60,142","96,174",36.36,15.8,"1,032.08",522.52,"26,183.46",87.7,12.25,0.05,11.08,5.3,66.25,17.37,15.08,80.1,4.82,0,0,0,0,2,0,2,370
30,ODISHA,2023,1,4,Sundargarh,298,"1,00,644","3,82,305","3,26,022",92.42,88.34,"3,941.41","2,681.43","67,419.73",75.13,24.85,0.02,6.41,53.54,31.61,8.44,14.73,80.6,4.67,0,0,0,569,1,0,570,"2,192"
1,PUDUCHERRY,2023,1,4,Karaikal,18,599,0,"1,629",0.5,0.0062,15.32,7.81,375.69,67.03,32.97,0,7.8,0,30.33,61.87,8.29,89.32,2.39,0,0,0,88,0,0,88,583
2,PUDUCHERRY,2023,1,4,Pondicherry,57,"1,989",6,"5,111",1.27,0.0216,33.28,14.01,964.92,73.62,26.32,0.06,1.99,0,45.65,52.36,10.63,87.08,2.29,0,0,0,22,0,0,22,648
3,PUDUCHERRY,2023,1,4,Yanam,3,141,0,187,0.09,0.0014,8.66,6.84,91.17,61.5,38.5,0,27.81,0,10.16,62.03,34.76,63.64,1.6,0,0,0,14,0,0,14,104
1,RAJASTHAN,2023,1,4,Ajmer,520,"91,079","6,65,937","33,631",122.82,"1,153.50","3,263.14","3,263.14","54,411.09",85.53,14.34,0.13,7.24,3.81,77.63,11.32,14.37,62.51,23.12,0,0,0,"5,410",92,0,"5,502","46,726"
2,RAJASTHAN,2023,1,4,Alwar,542,"65,357","4,29,119",426,51.61,565.62,375.9,375.9,"25,020.12",92.5,7.42,0.08,4.79,11.22,62.36,21.63,27.8,62.58,9.62,0,0,0,40,17,0,57,"2,678"
3,RAJASTHAN,2023,1,4,Banswara,327,"52,798","3,38,697","2,668",35.91,332.31,401.22,401.22,"15,631.39",91.23,8.72,0.05,3.04,59.14,26.36,11.46,25.5,58.8,15.7,0,0,0,200,0,0,200,"4,439"
4,RAJASTHAN,2023,1,4,Baran,248,"69,169","3,01,374","1,931",130.69,"1,170.89","3,242.54","3,242.54","58,545.34",84.68,15.25,0.07,7.52,24.57,54.38,13.53,26.15,49.74,24.11,0,0,0,22,3,0,25,370
5,RAJASTHAN,2023,1,4,Barmer,429,"2,55,656","15,75,784","9,195",945.68,"2,391.05","13,748.91","13,748.91","1,19,556.33",86.65,12.94,0.41,9.43,2.69,70.29,17.59,17.42,28.82,53.76,0,0,0,"19,955",38,0,"19,993","1,79,941"
6,RAJASTHAN,2023,1,4,Bharatpur,510,"59,227","13,91,120",750,67.41,588.66,660.55,660.55,"29,213.60",91.88,8.09,0.03,3.82,1.66,48.96,45.56,31.03,47.77,21.2,0,0,0,28,3,0,31,"3,767"
7,RAJASTHAN,2023,1,4,Bhilwara,483,"1,40,457","7,39,657","1,603",135.1,"1,111.44","2,919.90","2,919.90","47,604.59",86.72,13.21,0.07,10.57,10.62,62.09,16.72,20.66,62.02,17.32,0,0,0,"3,653",5,0,"3,658","56,956"
8,RAJASTHAN,2023,1,4,Bikaner,335,"1,31,909","9,05,736","68,518",605.76,"3,836.40","6,989.02","6,989.02","1,87,762.88",79.33,20.4,0.27,11.86,0.61,61.25,26.28,6.64,29.03,64.33,0,0,0,"4,672",715,0,"5,387","39,631"
9,RAJASTHAN,2023,1,4,Bundi,240,"76,354","4,03,848","30,938",111.95,"1,069.04","4,697.53","4,697.53","53,453.32",87.82,12.11,0.07,8.82,35.31,44.99,10.88,22.08,64.56,13.36,0,0,0,255,"1,287",0,"1,542","10,360"
10,RAJASTHAN,2023,1,4,Chittorgarh,330,"1,17,224","6,96,214",831,118.74,"1,288.15","1,739.23","1,739.23","61,133.78",88.09,11.87,0.04,7.81,6.22,66.85,19.12,24.07,56.49,19.44,0,0,0,"2,707",26,0,"2,733","47,155"
11,RAJASTHAN,2023,1,4,Churu,275,"1,83,171","13,26,048","62,443",719.03,"4,094.94","14,749.66","14,749.66","2,03,388.40",83.24,16.6,0.16,9.4,0.66,56.98,32.96,12.85,39.42,47.73,0,0,0,"41,256","1,321",0,"42,577","1,34,893"
12,RAJASTHAN,2023,1,4,Dausa,277,"31,158","1,66,635","1,298",21.06,226.82,159.12,159.12,"11,341.22",90.47,9.51,0.02,5.76,43.93,31.55,18.76,30.03,56.65,13.32,0,0,0,43,9,0,52,"1,885"
13,RAJASTHAN,2023,1,4,Dholpur,212,"8,501","76,041",195,8.21,88,66.31,66.31,"4,400.20",91.48,8.5,0.02,7.18,3.63,34.63,54.56,29.59,53.39,17.02,0,0,0,1,0,0,1,27
14,RAJASTHAN,2023,1,4,Dungarpur,281,"33,582","3,39,729","3,834",23.07,174.96,298.15,298.15,"8,749.06",92.74,7.21,0.05,1.81,35.02,38.22,24.95,35.95,55.08,8.97,0,0,0,202,1,0,203,"7,569"
15,RAJASTHAN,2023,1,4,Hanumangarh,311,"1,42,240","23,44,322","6,41,794",402.81,"3,085.86","9,699.89","9,699.89","1,34,879.19",83.97,15.8,0.23,7.7,0.38,80.57,11.35,14.1,60.39,25.51,0,0,0,"21,832",13,0,"21,845","86,962"
16,RAJASTHAN,2023,1,4,Jaipur,625,"1,54,696","12,55,127","59,621",151.53,"1,716.39","1,642.54","1,642.54","85,797.83",88.94,11.01,0.05,4.25,7.07,70.13,18.55,29.17,47.73,23.1,0,0,0,"18,647",107,0,"18,754","87,611"
